epoch,train_loss,val_loss
1,233.974,38.1868
2,124.424,116.924
3,111.962,184.909
4,90.9839,185.725
5,94.7671,88.2569
6,82.5167,124.774
7,74.0007,86.4832
8,99.4643,36.4827
9,117.978,42.6382
10,103.739,27.2361
11,101.523,70.0104
12,90.4579,39.8914
13,81.4121,10.0302
14,91.8534,13.7486
15,68.7122,18.3137
16,73.8312,84.5902
17,68.563,114.972
18,94.9166,32.2524
19,58.2555,165.68
20,58.5568,78.7347
21,75.1305,85.5372
22,83.1417,16.7531
23,88.5072,135.795
24,62.0421,57.2257
25,83.0675,205.047
26,64.6999,41.9933
27,72.1599,209.194
28,56.3313,48.8826
29,63.929,64.8288
30,88.4455,79.7409
31,56.9682,264.34
32,71.6105,48.3304
33,65.9798,12.7649
34,88.7793,120.772
35,69.4177,25.4063
36,46.9945,40.6573
37,59.4462,50.2976
38,54.8517,53.4972
39,61.8206,114.409
40,57.8184,29.44
41,54.1268,12.9224
42,75.0903,46.3025
43,52.1104,65.8362
44,53.4406,26.4894
45,66.5018,13.1595
46,44.7163,20.192
47,48.9256,68.617
48,57.51,37.0079
49,60.8911,36.5421
50,52.7291,20.3896
51,52.1093,26.7307
52,56.493,23.968
53,42.159,74.6191
54,56.738,44.2816
55,68.1451,13.8295
56,59.736,19.2194
57,56.8806,18.9075
58,45.6455,64.9088
59,48.1594,124.379
60,50.8447,69.0803
61,48.8561,38.3647
62,47.9484,98.607
63,51.2477,57.0691
64,57.5024,47.7849
65,50.1586,26.014
66,39.5879,76.7072
67,41.5692,82.1218
68,40.6107,16.3227
69,46.4161,17.2658
70,52.6517,22.8444
71,53.1935,49.4256
72,42.7621,29.4051
73,56.2399,55.4204
74,41.1138,76.8519
75,48.0192,49.1983
76,50.6248,21.3808
77,38.1897,68.4988
78,32.0708,14.7131
79,47.9813,67.836
80,46.6605,179.993
81,64.3807,23.1108
82,49.0522,120.973
83,38.0326,98.8335
84,47.3216,106.14
85,34.8769,119.852
86,35.6555,36.3606
87,36.0795,37.7791
88,65.1485,34.2505
89,34.1564,39.0549
90,47.1985,62.5188
91,40.742,123.489
92,36.118,151.419
93,42.7913,21.2705
94,46.5946,15.5276
95,34.4483,20.7165
96,33.9844,18.4583
97,37.4141,89.4709
98,32.1561,20.9577
99,50.2488,31.3812
100,36.5642,57.9818
101,41.874,52.0839
102,31.2319,98.2848
103,51.8446,146.865
104,46.4431,19.1444
105,43.4876,31.6422
106,34.8628,61.1988
107,43.1463,83.154
108,36.8329,42.7968
109,30.9845,60.2332
110,37.3416,16.0072
111,46.3522,31.1433
112,40.413,49.8621
113,42.303,26.7865
114,38.0435,34.6371
115,39.6447,78.013
116,56.5631,23.6178
117,38.5752,16.7111
118,42.5326,39.3912
119,29.9388,31.7317
120,35.0559,41.9554
121,24.2253,33.7607
122,33.2916,40.5941
123,35.4522,128.397
124,41.64,56.8405
125,32.9824,17.5312
126,39.0289,61.3344
127,38.3534,101.342
128,29.8753,31.6301
129,29.3461,30.4209
130,34.661,38.4507
131,34.5984,18.7315
132,20.735,17.1801
133,30.1275,38.0668
134,38.2343,124.572
135,39.944,22.0283
136,31.9609,43.8077
137,33.553,23.5693
138,38.0525,29.8099
139,32.9127,45.4988
140,32.8363,49.9946
141,28.4764,33.7432
142,31.0166,52.2431
143,31.9778,19.4876
144,30.9965,17.2334
145,36.7099,78.1194
146,35.0488,38.8703
147,32.6865,69.269
148,26.7512,57.57
149,28.4751,19.9546
150,30.9331,22.4306
151,29.5443,21.4882
152,47.3353,47.2473
153,33.1805,25.0672
154,29.1467,44.3812
155,26.9165,16.127
156,27.8392,17.4095
157,27.4627,34.675
158,28.1009,42.0111
159,24.7877,20.9766
160,23.0145,47.2657
161,24.3332,35.899
162,31.4275,39.0599
163,29.5122,24.8697
164,32.4263,35.0073
165,28.2111,59.3531
166,26.2348,147.804
167,27.9708,86.972
168,29.1083,39.5041
169,27.4826,35.7671
170,28.0121,26.2708
171,24.2795,41.0169
172,29.2235,22.707
173,30.8979,28.9817
174,22.4743,20.6073
175,27.1454,30.6337
176,20.5367,31.1766
177,21.4464,38.4794
178,26.8297,61.4628
179,22.6512,67.2407
180,30.3031,19.5708
181,19.7134,46.9445
182,26.9165,27.0286
183,33.0801,68.7557
184,31.0073,50.5267
185,24.8387,33.7293
186,19.5549,45.4224
187,23.4018,29.2303
188,23.6605,26.9734
189,27.2547,35.4917
190,23.2182,22.8611
191,31.8967,46.2731
192,18.1097,33.2337
193,30.1929,44.1399
194,27.0635,85.1489
195,20.716,67.7802
196,31.168,28.1172
197,20.5451,23.2059
198,22.067,16.4042
199,20.3793,19.3065
200,28.2738,103.653
201,19.0715,24.1326
202,22.3497,29.5146
203,27.8432,32.3285
204,26.012,16.9534
205,17.3289,28.9899
206,20.5265,100.795
207,30.972,22.5648
208,16.2717,25.3377
209,18.5895,17.6941
210,20.4831,38.1625
211,24.3558,25.3545
212,24.6877,24.3772
213,20.0374,16.7562
214,33.5764,56.2019
215,18.7055,31.13
216,14.9863,14.922
217,20.5034,50.3801
218,27.2122,19.7478
219,25.0982,68.7604
220,20.3558,19.5031
221,16.5446,15.1106
222,23.7152,22.973
223,19.7561,43.0505
224,19.6761,13.7141
225,20.4706,24.7908
226,18.2782,31.9903
227,21.8361,23.2353
228,20.5751,24.5631
229,20.0076,53.32
230,17.5663,22.0574
231,22.3776,24.5846
232,18.1573,20.7997
233,19.7704,27.5574
234,27.8727,30.5705
235,23.6761,53.2513
236,23.5959,59.9498
237,20.0753,46.4215
238,18.9789,23.7562
239,18.1282,20.1735
240,21.8755,56.0429
241,21.8744,27.3588
242,17.091,105.234
243,20.0485,23.8619
244,16.6106,46.5663
245,15.8052,16.558
246,18.7771,16.219
247,19.6486,21.8079
248,18.2368,31.5892
249,17.0638,21.3017
250,15.5105,25.0199
251,20.361,19.6807
252,15.3899,20.6181
253,19.8588,18.4875
254,18.0204,17.0747
255,17.1681,21.1992
256,14.7537,18.4764
257,13.2958,19.2483
258,18.0925,62.3916
259,21.352,26.9639
260,15.3042,13.722
261,22.3109,15.1801
262,15.323,22.6102
263,18.6967,19.1094
264,16.1534,39.1942
265,22.1794,19.6369
266,15.4036,25.7686
267,13.9359,42.1948
268,15.1168,32.2007
269,20.5633,51.4679
270,19.8951,21.116
271,15.0908,16.3843
272,17.5123,18.6608
273,15.0837,40.9491
274,15.4185,58.2158
275,14.7542,25.702
276,19.3988,23.6173
277,12.5494,23.3834
278,17.8372,37.0162
279,15.005,51.1599
280,17.0631,30.7563
281,11.1776,40.0066
282,13.5686,25.7953
283,14.0605,23.1963
284,14.0996,16.3081
285,10.5302,23.759
286,14.906,18.1966
287,15.5552,30.9364
288,16.5807,39.5845
289,12.3909,24.747
290,13.8423,20.0079
291,16.0306,30.6654
292,13.6501,35.4405
293,17.5965,32.8537
294,21.8404,18.9088
295,12.4033,21.4806
296,12.8866,16.9796
297,11.7177,78.7727
298,16.4672,34.4061
299,13.656,38.5266
300,15.1896,19.8428
301,13.4703,28.5313
302,9.94981,42.6668
303,17.4208,61.6232
304,11.9914,17.9926
305,11.7739,17.8926
306,11.0646,27.6986
307,14.4027,23.67
308,12.1189,10.6079
309,15.4457,24.1288
310,11.9735,17.8844
311,10.2826,19.0843
312,14.0112,19.365
313,11.7335,17.5118
314,12.2748,14.2321
315,10.2771,28.7466
316,14.4683,59.8481
317,12.9965,20.4905
318,10.9697,15.709
319,10.5417,13.5755
320,10.4328,30.5144
321,10.9336,24.5809
322,12.4305,16.9832
323,12.4053,14.9119
324,11.3382,24.3176
325,8.45803,12.0167
326,11.3184,27.6718
327,12.9882,16.8797
328,11.112,34.9471
329,10.8831,15.8897
330,12.422,13.4846
331,13.2255,16.817
332,8.93973,17.921
333,8.9107,14.7444
334,10.5376,13.3515
335,11.715,12.565
336,10.7354,10.3184
337,13.2942,9.07009
338,10.3338,20.5906
339,10.3067,14.7426
340,10.8582,13.5252
341,10.0394,17.3273
342,12.2964,16.1678
343,8.33437,21.1563
344,8.01056,17.6808
345,8.66955,23.6519
346,12.3681,12.1774
347,9.37097,26.993
348,9.24549,25.5129
349,10.4281,10.5426
350,12.5371,21.4991
351,8.30189,21.7201
352,9.22399,16.0744
353,8.16491,13.8596
354,9.93602,12.948
355,8.46863,12.7584
356,10.3719,15.055
357,7.763,21.5879
358,7.91349,13.981
359,7.94427,19.541
360,12.1085,15.3532
361,6.58274,22.6567
362,8.34985,10.4078
363,8.18964,14.758
364,7.23252,15.7489
365,10.0333,11.815
366,7.36825,14.749
367,6.29239,18.6775
368,8.49759,10.1509
369,7.77353,23.2907
370,9.82514,14.5255
371,8.97528,12.3086
372,6.29509,9.38764
373,7.51787,11.3464
374,8.96768,23.0298
375,10.6685,39.6803
376,8.20209,23.3321
377,9.49902,18.4201
378,6.45134,28.5538
379,8.85217,31.0199
380,6.61035,16.3695
381,8.462,27.6846
382,10.5517,28.8458
383,9.71614,22.3377
384,7.0891,10.9402
385,8.82763,11.628
386,6.00002,12.6669
387,8.66697,7.24787
388,6.55311,8.60956
389,10.0509,10.0084
390,8.72297,13.4029
391,6.26345,11.1119
392,8.61507,13.2058
393,6.10698,8.11029
394,7.01179,24.1202
395,8.29984,9.41593
396,8.91698,11.3657
397,5.51749,17.1981
398,8.50629,18.3522
399,8.41336,14.7651
400,7.78628,12.7756
401,6.41208,10.1512
402,8.6574,20.4474
403,7.44578,12.2744
404,8.0165,11.8198
405,8.46325,22.6066
406,5.87498,25.3098
407,9.8663,10.0754
408,7.78754,13.7095
409,6.68262,10.1701
410,5.08809,11.6726
411,5.68683,13.1168
412,5.43403,15.4227
413,8.95109,8.29634
414,7.65575,6.23171
415,8.08865,6.03866
416,6.72412,18.4353
417,8.44085,9.86274
418,7.09053,11.6596
419,9.46317,14.673
420,6.22325,14.8205
421,5.61157,8.85141
422,6.05357,11.4933
423,7.39892,8.00388
424,6.86528,14.5604
425,8.70385,18.2184
426,6.50616,11.5431
427,5.09112,8.33805
428,7.77846,10.6131
429,6.32443,17.8967
430,6.15225,9.24648
431,5.71012,6.65326
432,5.62855,13.6487
433,6.55142,17.5225
434,6.19873,12.6032
435,5.14639,16.5078
436,6.71451,17.9299
437,5.70355,10.722
438,8.5728,9.82302
439,9.05054,19.0868
440,6.71465,10.3803
441,7.36308,7.3394
442,6.55456,10.754
443,8.15796,11.9033
444,5.9724,12.5309
445,6.53404,15.4263
446,6.43063,11.6376
447,6.11737,13.9282
448,5.20319,14.7664
449,6.22106,10.0426
450,5.17366,19.7361
451,7.35918,12.3446
452,4.9739,7.59076
453,5.96764,20.6864
454,7.15285,13.6902
455,6.1031,9.95387
456,5.0148,7.0286
457,8.16035,11.3763
458,6.68167,16.5972
459,5.04314,5.76298
460,6.44157,8.34441
461,6.84761,7.40912
462,4.94159,9.4965
463,5.96998,10.4476
464,4.5703,17.0783
465,7.61535,15.4251
466,7.74817,11.5795
467,6.72031,18.3673
468,7.34866,15.4982
469,5.40204,17.0937
470,7.13662,22.6377
471,6.20224,15.0685
472,6.7408,11.2716
473,4.72387,10.1265
474,6.42418,11.8752
475,5.46659,10.0761
476,5.31358,12.8371
477,4.25946,9.66966
478,6.24939,7.14411
479,4.28634,7.57299
480,8.33104,14.222
481,6.05433,20.1438
482,4.58083,20.0418
483,4.82282,25.5968
484,5.22027,8.24325
485,4.27015,15.1803
486,4.64137,9.14432
487,5.13597,21.0554
488,4.60906,27.4647
489,5.90776,7.20431
490,4.92531,6.22367
491,5.18561,17.7929
492,10.1135,8.09714
493,5.46453,7.52045
494,5.88698,9.13537
495,6.32214,20.9861
496,4.37502,9.86447
497,3.72,10.9364
498,4.04173,8.87255
499,3.40194,7.23538
500,4.52158,13.5187
501,5.22249,14.2529
502,4.55896,6.02125
503,6.52113,8.09681
504,4.9887,9.57553
505,4.02016,6.42716
506,4.43492,11.1723
507,4.00359,10.594
508,6.036,13.1005
509,4.53039,5.14245
510,5.61232,11.5829
511,3.30471,5.97514
512,4.4512,8.92772
513,3.60763,5.5365
514,3.89491,15.2398
515,4.92115,5.48331
516,4.13501,10.7781
517,4.32595,10.5818
518,4.82687,11.3437
519,3.73792,6.14536
520,4.60581,10.1328
521,4.63568,8.73136
522,3.88638,11.0386
523,4.20495,15.997
524,3.3164,21.0117
525,4.3409,6.96502
526,2.99849,7.83136
527,5.22342,10.7121
528,4.90199,11.3803
529,4.36602,6.65112
530,3.05491,5.46838
531,4.10349,6.53377
532,3.53367,4.3777
533,3.62983,4.43532
534,2.96374,8.85574
535,2.93308,9.68709
536,3.42973,6.18222
537,4.23322,11.1105
538,2.69815,5.69635
539,4.07736,10.2715
540,4.60439,7.56312
541,3.91742,9.40953
542,3.3032,7.18171
543,2.56613,4.30788
544,3.3052,4.89308
545,4.26346,8.68746
546,3.78671,11.172
547,4.49819,9.34317
548,3.31464,4.51787
549,4.0411,11.4346
550,3.68582,3.49858
551,5.28393,13.5313
552,2.9599,8.91566
553,3.14945,7.64108
554,3.46541,11.4616
555,2.61713,6.36004
556,2.41696,8.88721
557,2.79208,6.41894
558,2.99766,5.72751
559,2.25185,5.39654
560,3.12062,5.35351
561,3.78762,8.98006
562,2.89895,7.51529
563,3.163,6.15609
564,2.41516,5.12293
565,3.28693,5.82734
566,2.59475,7.51537
567,3.73572,6.6163
568,3.41563,6.41468
569,2.42465,7.80559
570,2.70438,6.21439
571,2.74942,9.75117
572,2.38035,6.09929
573,3.03006,5.18641
574,2.37786,6.89965
575,1.87116,4.88719
576,2.00541,6.11852
577,2.30516,7.09496
578,3.24158,10.803
579,3.31236,9.95117
580,3.41965,9.18433
581,2.38675,8.13012
582,2.64738,7.31313
583,2.4749,5.93884
584,2.38842,4.50184
585,3.34052,8.24226
586,2.48886,7.21575
587,2.03106,4.76236
588,3.29761,13.7067
589,2.33528,14.2661
590,2.51816,6.12493
591,3.07053,7.83717
592,2.56673,5.39936
593,1.7889,7.01828
594,2.68944,5.08237
595,2.38206,7.65354
596,3.11669,3.50355
597,2.47378,3.98557
598,2.27566,3.82439
599,2.42318,7.48457
600,2.57852,7.12103
601,2.44272,8.3817
602,1.70005,5.04544
603,2.7815,3.70525
604,2.28949,3.08579
605,2.10462,4.12272
606,1.72226,4.13634
607,2.27437,5.03933
608,2.48169,5.27846
609,1.79608,3.74459
610,2.12634,7.35853
611,2.55922,4.41016
612,2.16843,4.29064
613,1.85409,4.2132
614,2.17116,6.33585
615,2.25059,5.83773
616,1.71416,4.05557
617,1.42925,5.55252
618,1.56494,4.60049
619,1.64817,6.30723
620,1.76191,6.96637
621,1.95235,2.70697
622,2.24317,6.66859
623,2.27109,3.97651
624,1.64426,2.83306
625,1.95948,6.1238
626,1.40137,3.8239
627,1.89567,5.16166
628,1.96785,3.57816
629,1.55488,5.30874
630,2.24841,3.28604
631,2.02556,4.737
632,1.78318,4.08833
633,1.4602,2.61574
634,1.47865,3.04966
635,1.42933,3.49869
636,1.33893,3.30076
637,1.76695,5.764
638,1.9902,6.25804
639,1.46759,7.00563
640,1.66937,4.54774
641,2.48883,3.63291
642,2.16974,4.80992
643,1.37412,3.95719
644,1.55248,4.68185
645,1.36034,4.67723
646,1.81647,5.19569
647,1.58054,7.18603
648,1.58864,2.90455
649,1.62667,2.9568
650,1.36147,2.84883
651,1.28109,2.54061
652,2.21639,5.23913
653,1.5108,5.55075
654,1.78552,5.44059
655,1.28312,4.26909
656,1.32815,3.5944
657,1.38934,3.11096
658,1.07887,3.1069
659,1.21323,3.40263
660,1.07691,3.28478
661,2.06843,4.72536
662,2.12288,3.07849
663,1.4784,2.46302
664,1.21624,6.5536
665,1.56244,3.44955
666,1.88467,2.78844
667,1.08519,3.12265
668,1.30838,3.8898
669,1.16893,4.36648
670,1.15262,3.34707
671,1.37352,3.83852
672,1.67518,3.21452
673,1.46485,3.1208
674,0.88411,2.59284
675,1.19296,4.82158
676,1.47138,3.2111
677,1.28757,3.89616
678,1.44726,1.93165
679,0.999803,6.49322
680,0.972833,2.48147
681,1.54995,2.25281
682,0.983275,6.90614
683,1.64027,3.65261
684,1.0919,2.40295
685,0.986302,4.08999
686,0.98436,2.24953
687,1.21209,3.50274
688,1.36174,2.99925
689,1.77971,2.07464
690,1.09192,2.14511
691,1.11717,4.13684
692,1.3153,3.41635
693,1.09777,4.07034
694,1.18955,3.18899
695,1.1487,3.06702
696,0.96046,2.36975
697,1.10762,2.74541
698,1.51603,2.31094
699,1.1039,1.74541
700,0.995785,4.19752
701,0.969921,1.70896
702,1.22866,4.44671
703,0.931931,2.25433
704,0.770682,2.82723
705,0.996318,2.49803
706,0.788107,2.31534
707,1.28494,8.32256
708,1.01421,3.00517
709,1.20173,3.12286
710,1.18712,2.13663
711,0.791123,2.04947
712,0.982296,2.40423
713,1.16284,2.50764
714,0.760568,2.32255
715,0.77662,2.58485
716,0.809362,2.37739
717,0.907346,2.8324
718,0.911119,2.97334
719,1.25784,1.57568
720,0.950717,2.83603
721,0.910267,1.92279
722,0.882061,1.42286
723,0.836692,2.062
724,1.51274,1.72552
725,1.2561,2.33409
726,0.759084,1.46437
727,0.712752,2.3081
728,0.861342,1.63479
729,0.612494,2.33099
730,0.957375,1.90433
731,1.8144,3.43965
732,0.966962,2.45889
733,0.826705,2.03966
734,0.76933,1.69878
735,0.731625,1.85513
736,0.669301,1.89923
737,0.656682,2.39913
738,0.64233,1.78045
739,0.79456,2.80382
740,0.64563,1.9721
741,0.977127,3.96197
742,1.08197,1.71607
743,0.70194,1.90719
744,0.634341,1.82328
745,0.634191,1.67099
746,0.725022,2.62145
747,0.600125,1.7121
748,0.728721,1.91321
749,0.605181,1.60711
750,0.708749,1.75666
751,0.939961,2.79324
752,0.818317,1.63975
753,0.692775,2.05208
754,0.662902,1.73928
755,0.682056,1.96838
756,0.581715,2.16437
757,0.604609,2.64544
758,0.558476,1.78004
759,0.590828,1.3798
760,0.573008,1.95336
761,0.561546,1.38559
762,0.623164,3.1991
763,0.811781,1.34294
764,0.587417,1.88711
765,0.526452,1.29504
766,0.495922,1.48591
767,0.529487,1.30797
768,0.502968,1.46481
769,0.904284,2.18478
770,0.855144,0.910513
771,0.670623,0.826782
772,0.643972,0.914558
773,0.595738,1.1671
774,0.590765,1.02528
775,0.562656,0.920522
776,0.566392,1.03306
777,0.511797,1.15605
778,0.552804,1.60218
779,0.56915,1.19024
780,0.51256,0.879812
781,0.514414,1.12633
782,0.523612,2.0761
783,0.536465,1.05079
784,0.482923,1.07802
785,0.572515,1.12945
786,0.51064,2.01553
787,0.677755,0.852856
788,0.593677,1.44158
789,0.64645,1.04157
790,0.574426,1.04044
791,0.558241,0.945134
792,0.521311,0.93025
793,0.523773,0.889558
794,0.498328,1.17667
795,0.793448,1.01919
796,0.496397,1.04164
797,0.474076,0.995347
798,0.470659,1.1256
799,0.464771,1.14714
800,0.632207,1.39379
801,0.646192,1.15694
802,0.599872,0.922202
803,0.534127,0.964336
804,0.537601,1.01547
805,0.5704,0.963021
806,0.521134,0.917451
807,0.51468,1.12832
808,0.542393,0.978123
809,0.529936,0.823435
810,0.503771,0.925581
811,0.483938,1.06817
812,0.518344,1.04659
813,0.487609,1.04568
814,0.500166,1.02693
815,0.647444,1.05165
816,0.530986,1.17857
817,0.517645,0.8664
818,0.482245,1.0729
819,0.48883,1.21306
820,0.483979,0.991028
821,0.583545,1.19312
822,0.517743,1.22161
823,0.511198,1.04418
824,0.482454,1.27378
825,0.566311,2.92151
826,0.659034,1.12508
827,0.478501,1.13377
828,0.482212,0.995185
829,0.51604,1.40725
830,0.498909,1.591
831,0.488052,1.03315
832,0.50863,1.05406
833,0.462579,1.278
834,0.471811,1.36046
835,0.574946,1.93019
836,0.573506,1.21737
837,0.877107,1.63039
838,0.492323,1.30096
839,0.472915,1.67698
840,0.471223,1.60425
841,0.480508,1.72801
842,0.493462,1.34773
843,0.598419,1.48938
844,0.537104,1.48068
845,0.478798,1.35126
846,0.782259,1.41471
847,0.484018,1.57214
848,0.486091,1.47584
849,0.480271,1.28734
850,0.506085,1.16216
851,0.489315,1.0718
852,0.479698,1.61328
853,0.566964,1.3153
854,0.49973,1.19551
855,0.481055,1.04255
856,0.473613,1.2613
857,1.35609,1.20313
858,0.535474,1.04622
859,0.497344,1.13197
860,0.479509,1.48541
861,0.470513,1.37684
862,0.460812,1.28399
863,0.501574,1.44179
864,0.463205,1.39813
865,0.462845,1.66521
866,0.463373,1.45879
867,0.46729,1.31698
868,0.472713,1.31611
869,0.477293,1.20988
870,0.543333,2.18207
871,0.906082,1.01715
872,0.572889,1.13948
873,0.542442,1.23948
874,0.525785,1.1396
875,0.513334,1.20618
876,0.51069,1.19542
877,0.491427,1.30914
878,0.516491,1.19801
879,0.499643,1.09183
880,0.55557,1.16027
881,0.480872,1.26654
882,0.47489,1.57301
883,1.36939,1.16916
884,0.540076,0.963151
885,0.495872,0.978247
886,0.484878,1.03696
887,0.497319,1.16776
888,0.47291,1.16353
889,0.471477,1.17195
890,0.469603,1.30331
891,0.460888,1.34623
892,0.475757,1.24435
893,0.499522,1.38397
894,0.487095,1.26456
895,0.639589,2.20863
896,0.615272,2.49685
897,0.71998,1.48918
898,0.581429,1.55169
899,0.545305,1.64399
900,0.53559,1.74432
901,0.520296,1.59744
902,0.528349,1.75997
903,0.546221,1.36738
904,0.506919,1.41306
905,0.542756,1.11234
906,0.74267,1.24071
907,0.512733,1.2448
908,0.747156,1.81374
909,0.567073,1.69254
910,0.672646,1.48245
911,0.566384,1.39221
912,0.525179,1.37005
913,0.528851,1.06904
914,0.607954,5.24074
915,1.53385,1.18639
916,0.489669,1.25659
917,0.488232,1.12948
918,0.476725,1.11612
919,0.468418,1.27029
920,0.474701,1.13004
921,0.484338,1.20596
922,0.468907,1.12224
923,0.471596,1.13609
924,0.474154,1.2066
925,0.477443,1.10856
926,0.465315,1.20094
927,0.50616,1.53735
928,0.566176,1.79745
929,0.562559,1.52119
930,0.489471,1.52973
931,0.497365,1.66217
932,0.593721,2.32019
933,0.586657,1.21698
934,0.499984,1.11921
935,0.476439,1.22801
936,0.515707,0.972604
937,0.485404,1.05921
938,0.51296,1.034
939,0.489584,1.43053
940,0.477075,1.08604
941,0.464312,1.29836
942,0.702257,5.76141
943,0.836698,1.10225
944,0.496756,1.2454
945,0.480019,1.16131
946,0.472819,1.26468
947,0.461308,1.2645
948,0.521192,1.0027
949,0.503371,1.13767
950,0.489039,1.54291
951,0.495233,1.2649
952,0.490046,1.0739
953,0.537468,0.995283
954,0.477954,1.00192
955,0.455971,1.27316
956,0.498622,1.29015
957,0.473316,1.26767
958,0.489274,1.92653
959,0.601482,1.47575
960,0.562353,1.08724
961,0.475595,1.20382
962,0.460593,1.3444
963,0.474072,1.39642
964,0.506046,1.16012
965,0.518759,1.17467
966,0.492729,1.22085
967,0.471663,1.17037
968,0.476201,1.38112
969,0.457938,1.44898
970,0.524376,1.01534
971,0.50862,1.16891
972,0.46853,1.03136
973,0.467548,1.38026
974,0.47179,1.15681
975,0.55708,1.63364
976,1.51384,0.961128
977,0.601278,0.803558
978,0.573591,0.997803
979,0.555045,1.11966
980,0.541559,1.21394
981,0.524488,1.20928
982,0.509728,1.38398
983,0.519369,1.26544
984,0.507809,1.66043
985,0.5091,1.70709
986,0.496177,1.57863
987,0.573275,1.80195
988,0.556254,1.32503
989,0.658978,1.5562
990,0.502565,1.39146
991,0.520082,1.2522
992,0.501978,1.02462
993,0.526091,1.33482
994,0.508375,1.41843
995,1.09473,2.11949
996,0.560058,1.05438
997,0.483338,1.24105
998,0.482204,1.04497
999,0.493862,1.2845
1000,0.476465,1.21555
